lemma,roleset_id,role,description
stanch,stanch.01,ARG0,stancher
stanch,stanch.01,ARG1,stanched
stand,stand.01,ARG0,causal agent
stand,stand.01,ARG1,thing standing
stand,stand.01,ARG2,location
stand,stand.02,ARG1,entity poised
stand,stand.02,ARG2,action
stand,stand.03,ARG0,tolerator
stand,stand.03,ARG1,thing tolerated
stand,stand.04,ARG1,focus
stand,stand.04,ARG2,attribute
standardize,standardize.01,ARG0,"cause, agent"
standardize,standardize.01,ARG1,entity standardized
staple,staple.01,ARG0,"cause of attachment, agent"
staple,staple.01,ARG1,entity stapled
staple,staple.01,ARG2,entity stapled to
star,star.01,ARG1,actor
star,star.01,ARG2,production
star,star.01,ARG3,attribute
stare,stare.01,ARG0,looker
stare,stare.01,ARG1,looked at
stare_down,stare.02,ARG0,intimidator
stare_down,stare.02,ARG1,intimidated
start,start.01,ARG0,Agent
start,start.01,ARG1,Theme(-Creation)
start,start.01,ARG2,Instrument
start_off,start.02,ARG1,event
start_up,start.04,ARG0,Agent
start_up,start.04,ARG1,Theme(-Creation)
start_up,start.04,ARG2,Instrument
start_up,start.04,ARG3,secondary predication on arg1
startle,startle.01,ARG0,cause of surprise
startle,startle.01,ARG1,experiencer of surprise
starve,starve.01,ARG0,cause of starvation
starve,starve.01,ARG1,entity starving
starve,starve.01,ARG2,entity starving for
stash,stash.01,ARG0,"agent, stasher"
stash,stash.01,ARG1,thing stashed
stash,stash.01,ARG2,"location or position, or attribute"
stash_away,stash.02,ARG0,hider
stash_away,stash.02,ARG1,thing hidden
state,state.01,ARG0,announcer
state,state.01,ARG1,utterance
state,state.01,ARG2,hearer
state,state.01,ARG3,attributive
station,station.01,ARG0,"high command, agent"
station,station.01,ARG1,military people
station,station.01,ARG2,place
stave_off,stave.01,ARG0,"preventer, agent"
stave_off,stave.01,ARG1,action prevented
stay,stay.01,ARG1,thing remaining
stay,stay.01,ARG2,"benefactive, probably will not occur"
stay,stay.01,ARG3,attribute of arg1
stay,stay.03,ARG0,postponer
stay,stay.03,ARG1,thing postponed
stay_on,stay.02,ARG1,"thing remaining, staying, lingering"
steady,steady.01,ARG0,"cause of steadiness, agent"
steady,steady.01,ARG1,thing made steady
steal,steal.01,ARG0,"thief, agent"
steal,steal.01,ARG1,thing stolen
steal,steal.01,ARG2,stolen from
steam,steam.01,ARG0,cook
steam,steam.01,ARG1,food
steam,steam.02,ARG1,steamer
steam,steam.03,ARG0,entity in motion
steam,steam.03,ARG1,path
steer,steer.01,ARG0,steerer
steer,steer.01,ARG1,thing steered
steer,steer.01,ARG2,"direction, steered towards"
steer_clear,steer.02,ARG0,avoider
steer_clear,steer.02,ARG1,avoided
stem,stem.01,ARG1,thing (state) arising
stem,stem.01,ARG2,source (from or in or of)
stem,stem.02,ARG0,stopper
stem,stem.02,ARG1,"thing being stopped, (liquid)"
step,step.01,ARG0,causer of movement
step,step.01,ARG1,thing moving
step,step.01,ARG2,"destination, end state"
step,step.01,ARG3,"source, start place or state"
step_in,step.02,ARG1,entity entering
step_up,step.03,ARG0,cause of increase
step_up,step.03,ARG1,thing increasing
step_down,step.04,ARG0,resigner
step_down,step.04,ARG1,position resigned
sterilize,sterilize.01,ARG0,sterilizer
sterilize,sterilize.01,ARG1,entity sterilized
stew,stew.01,ARG0,cook
stew,stew.01,ARG1,thing stewing
stew,stew.02,ARG0,"worrier, stewer"
stew,stew.02,ARG1,cause
stick,stick.01,ARG0,causal agent
stick,stick.01,ARG1,"thing sticking, adhering"
stick,stick.01,ARG2,stuck-to
stick_out,stick.02,ARG0,causal agent
stick_out,stick.02,ARG1,thing extended
stick_around,stick.03,ARG0,"sticker around, hanger out"
stick_up,stick.04,ARG0,defender
stick_up,stick.04,ARG1,defended
stifle,stifle.01,ARG0,"stifler, suppressor"
stifle,stifle.01,ARG1,thing stifled
stimulate,stimulate.01,ARG0,cause of increase
stimulate,stimulate.01,ARG1,thing increasing
stimulate,stimulate.01,ARG2,"instrument, if agent also present"
sting,sting.01,ARG0,stinger
sting,sting.01,ARG1,thing stung
sting,sting.01,ARG2,"instrument, if separate from arg0"
stink,stink.01,ARG0,causal agent
stink,stink.01,ARG1,entity stinking
stipulate,stipulate.01,ARG0,stipulator
stipulate,stipulate.01,ARG1,thing defined
stir,stir.01,ARG0,stirer
stir,stir.01,ARG1,thing stirred or stirring
stir,stir.01,ARG2,instrument
stir,stir.02,ARG0,"agent, stirrer"
stir,stir.02,ARG1,"patient, stirred"
stir,stir.02,ARG2,instrument
stir,stir.02,ARG3,induced action
stir,stir.03,ARG0,mover
stir,stir.03,ARG1,moved
stir,stir.03,ARG2,destination
stir_up,stir.04,ARG0,creator
stir_up,stir.04,ARG1,thing created
stitch,stitch.01,ARG0,"agent, entity doing the tying"
stitch,stitch.01,ARG1,"patient, thing(s) being tied"
stitch,stitch.01,ARG2,"instrument, string"
stitch,stitch.01,ARG3,attribute of arg1
stitch,stitch.02,ARG0,builder
stitch,stitch.02,ARG1,construction
stitch,stitch.02,ARG2,"material, start state"
stitch,stitch.02,ARG4,end state
stock,stock.01,ARG0,"agent, storer"
stock,stock.01,ARG1,commodity
stock,stock.01,ARG2,location or destination
stock_up,stock.02,ARG0,"agent, storer"
stock_up,stock.02,ARG1,commodity
stockpile,stockpile.01,ARG0,"agent, storer"
stockpile,stockpile.01,ARG1,commodity
stockpile,stockpile.01,ARG2,location or destination
stoke,stoke.01,ARG0,stoker
stoke,stoke.01,ARG1,fire
stomach,stomach.01,ARG0,eater
stomach,stomach.01,ARG1,eaten
stomp,stomp.01,ARG0,"entity with heavy feet, agent"
stomp,stomp.01,ARG1,entity stomped (on)
stone,stone.01,ARG0,entity removing seeds
stone,stone.01,ARG1,seeds
stone,stone.02,ARG0,thrower
stone,stone.02,ARG1,target
stone,stone.03,ARG1,user
stonewall,stonewall.01,ARG0,stonewaller
stop,stop.01,ARG0,Agent
stop,stop.01,ARG1,Theme (action or object being stopped)
stop,stop.01,ARG2,Instrument
stop,stop.03,ARG0,"preventer, stopper"
stop,stop.03,ARG1,stopped agent
stop,stop.03,ARG2,stopped action
stop_by,stop.02,ARG0,visitor
stop_by,stop.02,ARG1,place visited
store,store.01,ARG0,storer
store,store.01,ARG1,commodity
store,store.01,ARG2,benefactive
storm,storm.02,ARG0,entity in motion
storm,storm.02,ARG1,path
stow,stow.01,ARG0,"agent, storer"
stow,stow.01,ARG1,thing stored
stow,stow.01,ARG2,"location or position, or attribute"
straddle,straddle.01,ARG0,thing astride
straddle,straddle.01,ARG1,"astride what, location"
strafe,strafe.01,ARG0,shooter
strafe,strafe.01,ARG1,target
straighten,straighten.01,ARG0,"cause of straightness, agent"
straighten,straighten.01,ARG1,thing becoming straight
straighten,straighten.01,ARG2,"instrument, when separate from arg0"
straighten_out,straighten.02,ARG0,"cause of rightness, agent"
straighten_out,straighten.02,ARG1,wrong to right
strain,strain.01,ARG0,"agent, entity causing damage"
strain,strain.01,ARG1,"patient, entity experiencing hurt/damage"
strain,strain.02,ARG0,"separator, filter, agent"
strain,strain.02,ARG1,"solids, thing removed"
strain,strain.02,ARG2,"liquid, source, removed-from"
strain,strain.03,ARG0,Agent/Entity Trying
strain,strain.03,ARG1,thing tried
strain,strain.04,ARG1,thing hurting
strain,strain.04,ARG2,for what
strand,strand.01,ARG0,"leaver, agent"
strand,strand.01,ARG1,entity stranded
strangle,strangle.01,ARG0,"stranger, agent"
strangle,strangle.01,ARG1,entity strangled
strap,strap.01,ARG0,"fastener, agent"
strap,strap.01,ARG1,thing strapped
strap,strap.01,ARG2,location
strap,strap.02,ARG0,"agent, needer"
strap,strap.02,ARG1,needed thing
strap,strap.02,ARG2,cause of need
strap,strap.03,ARG0,"beater, hitter, agent"
strap,strap.03,ARG1,thing strapped
stray,stray.01,ARG0,entity in motion
stray,stray.01,ARG1,source/path
streak,streak.01,ARG0,entity in motion
stream,stream.01,ARG0,thing leaking
stream,stream.01,ARG1,substance leaked
stream,stream.02,ARG1,"substance (ie, water)"
stream,stream.02,ARGM,diretion or location or extent
streamline,streamline.01,ARG0,cause of smoothness
streamline,streamline.01,ARG1,thing becoming smoother
strengthen,strengthen.01,ARG0,causal agent
strengthen,strengthen.01,ARG1,thing strengthening
strengthen,strengthen.01,ARG2,EXT
strengthen,strengthen.01,ARG3,start point
strengthen,strengthen.01,ARG4,end point
stress,stress.01,ARG0,"stresser, agent"
stress,stress.01,ARG1,thing stressed
stress,stress.01,ARG2,attribute
stretch,stretch.01,ARG0,"agent, entity making something be longer"
stretch,stretch.01,ARG1,"patient, thing getting longer"
stretch,stretch.01,ARG2,"EXT or TMP, by how much or until when"
stretch,stretch.01,ARG3,start point
stretch,stretch.01,ARG4,end point
stretch_out,stretch.02,ARG0,cause of lengthening
stretch_out,stretch.02,ARG1,"patient, thing getting longer"
strew,strew.01,ARG0,distributor
strew,strew.01,ARG1,thing distributed
strew,strew.01,ARG2,"distributed to, area"
stride,stride.01,ARG0,strider
strike,strike.01,ARG0,"agent, hitter - animate only!"
strike,strike.01,ARG1,thing hit
strike,strike.01,ARG2,"instrument, thing hit by or with"
strike,strike.02,ARG0,workers
strike,strike.02,ARG1,employer
strike,strike.03,ARG0,remover
strike,strike.03,ARG1,thing removed
strike,strike.03,ARG2,"source, removed from"
strike,strike.04,ARG1,thing seeming
strike,strike.04,ARG2,attribute
strike,strike.04,ARG3,viewer
strike,strike.05,ARG0,Agent
strike,strike.05,ARG1,Theme(-Creation)
strike,strike.05,ARG2,Instrument
strike,strike.10,ARG0,poseur
strike,strike.10,ARG1,pose
strike_out,strike.06,ARGA,pitcher
strike_out,strike.06,ARG0,batter
strike_out,strike.06,ARG1,with respect to
strike_out,strike.07,ARG0,remover
strike_out,strike.07,ARG1,thing removed
strike_out,strike.07,ARG2,"source, removed from"
strike_down,strike.08,ARG0,"agent, hitter - animate only!"
strike_down,strike.08,ARG1,thing hit
strike_down,strike.08,ARG2,"instrument, thing hit by or with"
strike_up,strike.09,ARG0,Agent
strike_up,strike.09,ARG1,Theme(-Creation)
strike_up,strike.09,ARG2,Instrument
string,string.01,ARG0,"arranger, agent"
string,string.01,ARG1,entity stretched
strip,strip.01,ARG0,remover
strip,strip.01,ARG1,thing removed
strip,strip.01,ARG2,source
strip_away,strip.02,ARG0,remover
strip_away,strip.02,ARG1,thing removed
strive,strive.01,ARG0,Agent/Entity Trying
strive,strive.01,ARG1,thing tried
stroke,stroke.01,ARG0,stroker
stroke,stroke.01,ARG1,thing stroked
stroke,stroke.01,ARG2,"instrument, if separate from arg0"
stroll,stroll.01,ARG0,"walker, stroller"
stroll,stroll.01,ARG1,path
structure,structure.01,ARG0,"agent, structurer"
structure,structure.01,ARG1,"thing structured, arranged"
structure,structure.01,ARG2,how or as
struggle,struggle.01,ARG0,first struggler
struggle,struggle.01,ARG1,second struggler
struggle,struggle.01,ARG2,topic or prize
struggle,struggle.02,ARG0,entity trying
struggle,struggle.02,ARG1,predicative action
stub,stub.01,ARG0,whacker
stub,stub.01,ARG1,toe
stub,stub.01,ARG2,obstacle
stud,stud.01,ARG0,attacher of studs
stud,stud.01,ARG1,attached to
stud,stud.01,ARG2,studs
study,study.01,ARG0,student
study,study.01,ARG1,subject
stuff,stuff.01,ARG0,"packer, agent"
stuff,stuff.01,ARG1,container
stuff,stuff.01,ARG2,substance
stumble,stumble.01,ARG0,"agent, entity stumbling"
stumble,stumble.01,ARG1,stumble over
stun,stun.01,ARG0,surprise
stun,stun.01,ARG1,surprised
stun,stun.01,ARG2,"source, instrument"
stunt,stunt.01,ARG0,"preventer of growth, agent"
stunt,stunt.01,ARG1,growth
style,style.01,ARG0,stylist
style,style.01,ARG1,"thing being styled (hair, etc)"
style,style.01,ARG2,"style, attribute"
stymie,stymie.01,ARG0,"blocker, agent"
stymie,stymie.01,ARG1,action
subcontract,subcontract.01,ARG0,"employer, entity with big job"
subcontract,subcontract.01,ARG1,(part of) job
subcontract,subcontract.01,ARG2,subcontractor
subdue,subdue.01,ARG0,"defeater, victor, agent"
subdue,subdue.01,ARG1,entity subdued
subject,subject.01,ARG0,causer
subject,subject.01,ARG1,induced experiencer
subject,subject.01,ARG2,procedure
sublet,sublet.01,ARG0,"original renter, agent"
sublet,sublet.01,ARG1,property
sublet,sublet.01,ARG2,new renter
submit,submit.01,ARG0,giver
submit,submit.01,ARG1,given
submit,submit.01,ARG2,given-to
submit,submit.01,ARG3,purpose
subordinate,subordinate.01,ARG0,cause
subordinate,subordinate.01,ARG1,subordinate thing
subordinate,subordinate.01,ARG2,superordinate thing
subpoena,subpoena.01,ARG0,"summoner, agent"
subpoena,subpoena.01,ARG1,entity subpoenaed
subscribe,subscribe.01,ARG0,subscriber
subscribe,subscribe.01,ARG1,magazine or belief system
subscribe,subscribe.02,ARG0,contributor
subscribe,subscribe.02,ARG1,thing contributed
subside,subside.01,ARG1,entity decreasing
subside,subside.01,ARG2,decreasing to
subsidize,subsidize.01,ARG0,"assister, agent"
subsidize,subsidize.01,ARG1,entity subsidized
substantiate,substantiate.01,ARG0,prover
substantiate,substantiate.01,ARG1,justified
substitute,substitute.01,ARG0,"agent, entity trading"
substitute,substitute.01,ARG1,"thing being preferred, new thing"
substitute,substitute.01,ARG3,"other item in exchange, old thing"
substitute,substitute.01,ARG4,benefactive
subsume,subsume.01,ARG1,thing included
subsume,subsume.01,ARG2,"included in, subsumed by"
subtitle,subtitle.01,ARG0,translator (rare)
subtitle,subtitle.01,ARG1,"movie, etc"
subtitle,subtitle.01,ARG2,target language
subtitle,subtitle.02,ARG0,author (rare)
subtitle,subtitle.02,ARG1,magnum opus
subtitle,subtitle.02,ARG2,secondary title
subtract,subtract.01,ARG0,subtracter
subtract,subtract.01,ARG1,thing being subtracted
subtract,subtract.01,ARG2,thing being subtracted from
subvert,subvert.01,ARG0,"corrupter, agent"
subvert,subvert.01,ARG1,entity subverted
subvert,subvert.01,ARG2,entity subverted from
succeed,succeed.01,ARG0,entity succeeding
succeed,succeed.01,ARG1,task
succeed,succeed.02,ARG0,successor
succeed,succeed.02,ARG1,entity being replaced
succeed,succeed.02,ARG2,"attributive, role, function"
succeed,succeed.03,ARG1,thing coming after
succeed,succeed.03,ARG2,thing going before
succumb,succumb.01,ARG0,entity giving in
succumb,succumb.01,ARG1,succumbed to
suck,suck.01,ARG0,"agent, causer"
suck,suck.01,ARG1,entity sucked
sue,sue.01,ARG0,litigant
sue,sue.01,ARG1,defender
sue,sue.01,ARG2,crime
sue,sue.01,ARG3,intended prize
suffer,suffer.01,ARG0,entity suffering
suffer,suffer.01,ARG1,malady
suffice,suffice.01,ARG0,sufficient thing
suggest,suggest.01,ARG0,Sayer
suggest,suggest.01,ARG1,Utterance (suggestion)
suggest,suggest.01,ARG2,Hearer
suit,suit.01,ARG1,suitable thing
suit,suit.01,ARG2,suitable to/for
suit,suit.02,ARG0,"adapter, agent"
suit,suit.02,ARG1,purpose
sum_up,sum.01,ARG0,summarizer
sum_up,sum.01,ARG1,thing summarized
sum_up,sum.01,ARG2,"as, if syntactically neat"
summarize,summarize.01,ARG0,"editor, summarizer, agent"
summarize,summarize.01,ARG1,thing summarized
summarize,summarize.01,ARG2,summary
summon,summon.01,ARG0,inviter
summon,summon.01,ARG1,invited
summon,summon.01,ARG2,invited-to
summon_forth,summon.02,ARG0,causer
summon_forth,summon.02,ARG1,thing appearing
superimpose,superimpose.01,ARG0,"placer, putter, agent"
superimpose,superimpose.01,ARG1,thing on top
superimpose,superimpose.01,ARG2,thing below
supersede,supersede.01,ARG0,entity replacing
supersede,supersede.01,ARG1,entity replaced
supervise,supervise.01,ARG0,supervisor
supervise,supervise.01,ARG1,thing supervised
supplement,supplement.01,ARG0,intentional agent
supplement,supplement.01,ARG1,"thing enhanced, added to"
supplement,supplement.01,ARG2,the supplement itself
supply,supply.01,ARG0,provider
supply,supply.01,ARG1,thing provided
supply,supply.01,ARG2,entity provided for (benefactive)
support,support.01,ARG0,helper
support,support.01,ARG1,person or project being supported
suppose,suppose.01,ARG0,Thinker
suppose,suppose.01,ARG1,Thought
suppose,suppose.01,ARG2,Attributive
suppose,suppose.02,ARG1,thing seeming
suppose,suppose.02,ARG2,attribute
suppress,suppress.01,ARG0,suppressor
suppress,suppress.01,ARG1,suppressed
surface,surface.01,ARG1,thing appearing
surface,surface.02,ARG0,"applier, agent"
surface,surface.02,ARG1,"substrate, medium"
surface,surface.02,ARG2,stuff on top
surge,surge.01,ARG1,"Logical subject, patient, thing rising"
surge,surge.01,ARG2,"EXT, amount risen"
surge,surge.01,ARG3,start point
surge,surge.01,ARG4,end point
surge,surge.01,ARGM,medium
surmount,surmount.01,ARG0,"cause, agent"
surmount,surmount.01,ARG1,thing on top
surmount,surmount.01,ARG2,on top of what
surmount,surmount.02,ARG0,"victorious one, agent"
surmount,surmount.02,ARG1,challenge
surpass,surpass.01,ARG0,thing going beyond
surpass,surpass.01,ARG1,thing left in the dust
surprise,surprise.01,ARG0,surpriser
surprise,surprise.01,ARG1,person surprised
surprise,surprise.01,ARG2,instrument
surrender,surrender.01,ARG0,one surrendering
surrender,surrender.01,ARG1,fight
surrender,surrender.01,ARG2,victor
surround,surround.01,ARG0,causative agent
surround,surround.01,ARG1,thing surrounding
surround,surround.01,ARG2,thing surrounded
survey,survey.01,ARG0,examiner
survey,survey.01,ARG1,entity surveyed
survey,survey.01,ARG2,surveyed about
survey,survey.01,ARG3,beneficiary
survive,survive.01,ARG0,survivor
survive,survive.01,ARG1,adverse circumstances
survive,survive.02,ARG0,survivor
survive,survive.02,ARG1,deceased
survive,survive.02,ARG2,margin
suspect,suspect.01,ARG0,suspecter
suspect,suspect.01,ARG1,suspicion
suspect,suspect.01,ARG2,about something
suspend,suspend.01,ARG0,Agent
suspend,suspend.01,ARG1,Theme (action or object being stopped)
suspend,suspend.01,ARG2,attribute of arg1
suspend,suspend.01,ARG3,Instrument
suspend,suspend.02,ARG0,"agent, entity causing something to be suspended"
suspend,suspend.02,ARG1,thing suspended
suspend,suspend.02,ARG2,suspended from
sustain,sustain.01,ARG0,"Intentional agent (often inanimate, though)"
sustain,sustain.01,ARG1,thing continuing
sustain,sustain.02,ARG0,entity suffering a loss
sustain,sustain.02,ARG1,the loss
swallow,swallow.01,ARG0,swallower
swallow,swallow.01,ARG1,thing swallowed
swamp,swamp.01,ARG0,"cause, agent"
swamp,swamp.01,ARG1,entity swamped
swamp,swamp.01,ARG2,"instrument, swamped with"
swap,swap.01,ARG0,"agent, entity trading"
swap,swap.01,ARG1,thing being traded (away)
swap,swap.01,ARG2,other exchanger
swap,swap.01,ARG3,"other item in exchange, price, or premium,     traded for or at"
swap,swap.01,ARG4,benefactive
swathe,swathe.01,ARG0,agent
swathe,swathe.01,ARG1,entity swathed
swathe,swathe.01,ARG2,entity swathed in/with
sway,sway.01,ARG0,causer
sway,sway.01,ARG1,thing swaying
sway,sway.01,ARG2,degree of motion
sway,sway.02,ARG0,persuader
sway,sway.02,ARG1,persuaded
swear,swear.01,ARG0,swearer
swear,swear.01,ARG1,promise
swear,swear.02,ARG0,swearer
swear,swear.04,ARG0,speaker
swear,swear.04,ARG1,true utterance
swear,swear.04,ARG2,listener
swear,swear.05,ARG0,swearer
swear,swear.05,ARG1,thing sworn by
swear_off,swear.03,ARG0,swearer
swear_off,swear.03,ARG1,thing you're not going to do
sweat,sweat.01,ARG0,"sweater (no, not like your grandmother made for you)"
sweat,sweat.01,ARG1,the sweat itself
sweat_out,sweat.02,ARG1,experiencer
sweat_out,sweat.02,ARG2,thing endured or period of time
sweep,sweep.01,ARG0,agent
sweep,sweep.01,ARG1,thing being cleaned (ie dirt)
sweep,sweep.01,ARG2,source (ie floor) or destination
sweep,sweep.01,ARG3,"instrument (ie, broom)"
sweep,sweep.02,ARG1,thing in motion
sweep,sweep.02,ARG2,location
sweep,sweep.02,ARG3,destination
sweeten,sweeten.01,ARG0,"agent, entity causing sweetness"
sweeten,sweeten.01,ARG1,thing becoming sweet
sweeten,sweeten.01,ARG2,explicit instrument
sweeten,sweeten.02,ARG0,improver
sweeten,sweeten.02,ARG1,thing improved
sweeten,sweeten.02,ARG2,end state
sweeten,sweeten.02,ARG3,start state
swell,swell.01,ARG0,causal agent
swell,swell.01,ARG1,thing swelling
swell,swell.01,ARG2,EXT
swell,swell.01,ARG3,start point
swell,swell.01,ARG4,end point
swerve,swerve.01,ARG0,entity in motion
swerve,swerve.01,ARG1,description of path
swim,swim.01,ARG0,swimmer
swim,swim.01,ARG1,course
swim,swim.02,ARG1,head
swim,swim.02,ARG2,cause
swindle,swindle.01,ARG0,entity removing
swindle,swindle.01,ARG1,thing being removed
swindle,swindle.01,ARG2,removed from
swing,swing.01,ARG1,thing swinging
swing,swing.02,ARG0,"cause, agent"
swing,swing.02,ARG1,thing swinging
swing,swing.03,ARG1,thing in motion
swing,swing.03,ARG2,EXT
